objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1.23767E+18,6122,301,4,130,1520,3,258.0866996,64.12045469,22.54309,23.27952,22.35035,22.11306,21.6912,0.3359961,0.2295433,0.1385589,0.1675755,0.5373315
1.23767E+18,6122,301,4,130,1524,3,258.0920606,64.12139247,26.41602,22.96154,22.24693,21.58041,21.0098,0.4737213,0.2009114,0.1615829,0.1334526,0.3770466
1.23767E+18,6122,301,4,130,1702,3,258.1285266,64.1187381,23.20696,23.58169,22.71476,21.09388,20.88361,0.6734664,0.3316348,0.2282803,0.09816666,0.3338439
1.23767E+18,6122,301,4,130,1704,6,258.130996,64.12342705,24.96991,24.87139,25.51095,22.41556,23.81926,0.9387808,0.533772,0.4238755,0.1804941,0.4928502
1.23767E+18,6122,301,4,130,1708,3,258.1428192,64.12353044,24.22904,23.9044,23.02565,21.97257,23.83003,1.182361,0.4111857,0.276916,0.1680571,0.6562188
1.23767E+18,6162,301,3,133,63,3,258.0660041,64.07257668,19.73644,17.5924,16.65129,16.20864,15.90533,0.05016581,0.005231493,0.003933497,0.003812487,0.007439288
1.23767E+18,6162,301,3,133,64,3,258.1709869,64.07269654,19.24469,17.0818,16.12346,15.65043,15.33794,0.04802281,0.004666888,0.003477938,0.003300414,0.00654745
1.23767E+18,6162,301,3,133,68,3,258.1199461,64.06074829,17.35083,14.94665,14.0375,13.56921,13.33719,0.03335369,0.002602796,0.002119043,0.002051481,0.004056128
1.23767E+18,6162,301,3,133,72,3,258.1069547,64.0654284,19.61824,17.79926,16.8633,16.40733,16.10147,0.05053506,0.006120604,0.004468842,0.004279196,0.008933231
1.23767E+18,6162,301,3,133,80,3,258.1702388,64.07091593,21.39687,18.99445,18.08592,17.74781,17.28483,0.1363575,0.01016632,0.007105211,0.00718556,0.01423679
1.23767E+18,6162,301,3,133,82,6,258.1419932,64.06036222,23.57994,19.88629,18.69499,18.28089,18.09047,0.6542154,0.01576491,0.009107745,0.008879908,0.02117451
1.23767E+18,6162,301,3,133,89,3,258.1404835,64.06757694,21.29523,19.57046,18.74045,18.27335,22.8269,0.1226252,0.01412497,0.01011086,0.009449272,0.8309491
1.23767E+18,6162,301,3,133,92,3,258.0853551,64.06477135,24.39861,23.22829,18.99702,19.36614,18.10238,1.065181,0.228377,0.01118145,0.018447,0.02319393
1.23767E+18,6162,301,3,133,93,3,258.1853529,64.08283128,21.36381,19.47929,18.51236,18.08555,17.834,0.1533278,0.01416934,0.009316726,0.009049703,0.02314008
1.23767E+18,6162,301,3,133,102,3,258.1723448,64.06244923,21.59576,19.38529,24.80205,24.36182,18.08525,0.4170172,0.02392343,2.747148,2.656385,0.06091913
1.23767E+18,6162,301,3,133,104,3,258.1952132,64.07501072,22.91771,19.92184,18.72727,18.34061,18.27122,1.142968,0.03367971,0.01777065,0.01788364,0.06164884
1.23767E+18,6162,301,3,133,117,3,258.1641576,64.06633794,28.39434,26.17439,16.19938,21.88539,27.89601,2.779603,18.10352,0.02366584,6.461546,0.5909249
1.23767E+18,6162,301,3,133,119,6,258.1109805,64.06325031,24.25034,23.39757,22.59689,21.89134,21.69432,0.8895661,0.2503388,0.168461,0.1263322,0.3653025
1.23767E+18,6162,301,3,133,120,6,258.0748473,64.06776743,25.34469,22.84999,21.51482,20.83398,20.72667,0.7765244,0.1486609,0.06349758,0.04962218,0.1691218
1.23767E+18,6162,301,3,133,121,3,258.1042123,64.05974919,24.3996,22.57489,21.7804,21.20489,21.36897,1.03787,0.1314303,0.08964675,0.07661886,0.3154696
1.23767E+18,6162,301,3,133,123,3,258.1893351,64.07623875,22.76498,21.90503,21.15759,20.67229,20.64566,0.4322638,0.08045941,0.05922418,0.05469494,0.2047709
1.23767E+18,6162,301,3,133,124,3,258.1833865,64.07446838,23.85324,22.231,21.81331,21.1529,21.69785,0.8303856,0.09608775,0.09083548,0.07159904,0.3960903
1.23767E+18,6162,301,3,133,126,6,258.1545916,64.06694066,25.04217,22.31828,22.11061,21.67525,21.33079,0.9502675,0.1062338,0.1201336,0.1154104,0.3099308
1.23767E+18,6162,301,3,133,128,6,258.1080284,64.06224552,23.2417,22.79785,22.85853,22.11275,21.42097,0.5188202,0.1529821,0.2130294,0.155624,0.3024101
1.23767E+18,6162,301,3,133,187,3,258.1867043,64.10229262,23.6727,25.11458,21.07396,20.85139,20.17657,0.8013768,0.685666,0.05210015,0.06067174,0.1256576
1.23767E+18,6162,301,3,133,586,6,258.18863,64.11690534,24.02857,24.05937,24.70856,20.93573,22.13007,0.8289706,0.3915878,0.5742568,0.06020032,0.4759148
1.23767E+18,6162,301,3,133,668,3,258.0530819,64.0820749,21.23392,19.47711,18.69419,18.33224,18.15295,0.18326,0.01649349,0.01243031,0.01293605,0.03952247
1.23767E+18,6162,301,3,133,671,3,258.0716004,64.08871684,21.71924,20.04827,19.25757,18.83963,18.57905,0.2117774,0.0209989,0.0154156,0.0153211,0.04343191
1.23767E+18,6162,301,3,133,691,3,258.1996718,64.09082734,21.42042,19.90047,19.04905,18.65326,18.324,0.1672349,0.01857619,0.01313294,0.01311179,0.03477261
1.23767E+18,6162,301,3,133,692,3,258.1963552,64.09134263,24.09328,21.22285,20.4844,20.17164,20.09711,1.372315,0.05532337,0.0424408,0.04663092,0.1679876
1.23767E+18,6162,301,3,133,754,6,258.2005294,64.10218834,21.35741,20.39413,20.02986,19.95386,19.82416,0.1107712,0.02118554,0.02004948,0.02435662,0.07758734
1.23767E+18,6162,301,3,133,1003,3,258.0487836,64.09528109,25.41869,22.33916,20.71053,19.83001,19.39723,1.010612,0.1231106,0.04346398,0.02978015,0.07665373
1.23767E+18,6162,301,3,133,1025,3,258.0697644,64.07947053,24.73535,22.46936,21.54982,21.22272,20.61289,1.417889,0.1516814,0.09685738,0.1057079,0.2358251
1.23767E+18,6162,301,3,133,1027,6,258.0679565,64.1051789,25.64831,23.08137,21.67336,21.02081,20.49374,0.6246388,0.1722535,0.06957617,0.05572097,0.1330885
1.23767E+18,6162,301,3,133,1036,3,258.0798344,64.10616693,21.76701,19.97063,19.15435,18.7398,18.43079,0.2672949,0.02333815,0.01673002,0.0166876,0.04554425
1.23767E+18,6162,301,3,133,1165,3,258.1636851,64.11370052,24.03879,22.41458,21.57563,21.35926,21.27806,1.138899,0.1311191,0.08983055,0.1242474,0.3766205
1.23767E+18,6162,301,3,133,1177,6,258.1716046,64.11470874,24.46219,22.30048,21.00849,19.66763,18.92745,0.9814987,0.09369062,0.04311424,0.02091608,0.04002853
1.23767E+18,6162,301,3,133,1186,3,258.1891793,64.10007978,22.35586,22.5802,21.66637,21.47992,21.08269,0.3604517,0.1678603,0.1204531,0.1340139,0.3727725
1.23767E+18,6162,301,3,133,1207,3,258.2023874,64.10540869,25.35347,22.29059,21.7104,21.84991,21.46086,1.085299,0.1197882,0.1048193,0.1712053,0.45782
1.23767E+18,6162,301,3,133,1407,6,258.064629,64.08651236,25.23564,23.37132,22.48366,22.43108,21.66635,0.8187311,0.2252974,0.1432497,0.1907323,0.3550915
1.23767E+18,6162,301,3,133,1415,3,258.0687287,64.09163842,24.50889,23.54299,22.28747,21.99737,21.47331,1.200949,0.3149686,0.1537266,0.1722085,0.4041178
1.23767E+18,6162,301,3,133,1469,3,258.1812158,64.10428703,23.87317,23.30655,22.39086,22.26856,22.19371,0.9738129,0.2658142,0.1685391,0.2169253,0.6380308
1.23767E+18,6162,301,3,133,1471,6,258.1808456,64.11004768,23.39557,23.8535,22.63873,22.09035,21.74986,0.5695348,0.3226319,0.1609125,0.1405696,0.3697901
1.23767E+18,6162,301,3,133,1478,3,258.1931873,64.10816262,26.22368,25.71667,22.47225,21.32057,20.40536,0.4377864,0.510642,0.1520436,0.07905408,0.1395561
1.23767E+18,6162,301,3,133,1482,3,258.2045179,64.09602877,25.36058,24.74877,22.51095,23.47869,22.71519,0.8418202,0.5769853,0.1622555,0.4652,0.6327463
1.23767E+18,6162,301,3,133,1555,6,258.0495193,64.09127604,24.9202,25.96732,24.2527,22.3399,21.05194,0.8909775,0.4048254,0.4952536,0.1694673,0.2115208
1.23767E+18,6162,301,3,133,1557,6,258.0564373,64.10243757,24.57255,25.51794,24.12801,21.58748,20.69306,0.9557766,0.5173832,0.4834662,0.09219698,0.1630081
1.23767E+18,6162,301,3,133,1558,3,258.0663108,64.0802649,26.74902,22.44932,21.75119,20.88227,20.93815,0.8380843,0.3019184,0.2415056,0.1635848,0.6744891
1.23767E+18,6162,301,3,133,1561,6,258.0645401,64.10026209,26.04459,24.55142,23.26859,21.78339,21.28853,0.4555388,0.4817522,0.2649943,0.1056772,0.256328
1.23767E+18,6162,301,3,133,1576,6,258.1952999,64.08748536,24.53963,23.49815,23.10967,22.19609,21.71664,0.9522332,0.246074,0.2386583,0.1524386,0.3651065
1.23767E+18,6122,301,4,130,148,6,258.0967908,64.13554218,17.52952,16.34452,15.96782,15.852,15.81078,0.0109352,0.003759834,0.004624841,0.00494487,0.00681101
1.23767E+18,6122,301,4,130,369,6,258.0410852,64.1079251,20.93343,19.33755,18.70716,18.46486,18.3566,0.08443642,0.01105144,0.009387811,0.009902348,0.02995274
1.23767E+18,6122,301,4,130,395,3,258.0639667,64.11618074,20.19921,18.6483,18.25587,18.0638,17.86045,0.1269877,0.01326855,0.013944,0.01687103,0.06108958
1.23767E+18,6122,301,4,130,396,3,258.06988,64.1171466,23.56314,23.05975,23.05991,21.99073,22.41019,0.6876239,0.1759897,0.2261616,0.1361355,0.7049565
1.23767E+18,6122,301,4,130,397,6,258.0614432,64.11791596,25.45064,24.54486,24.26597,22.12766,21.31829,0.7937646,0.5229554,0.532973,0.1593941,0.3815313
1.23767E+18,6122,301,4,130,436,6,258.0783134,64.12962936,20.99375,19.36265,18.72389,18.50604,18.30371,0.08761382,0.01128975,0.009485522,0.01013026,0.02863128
1.23767E+18,6122,301,4,130,459,6,258.0947869,64.13851238,24.26219,23.96576,23.27506,22.45163,22.02916,0.9364839,0.3451384,0.2513508,0.1865142,0.5632634
1.23767E+18,6122,301,4,130,476,6,258.13318,64.13897559,19.15868,17.37163,16.72246,16.50675,16.38393,0.02619146,0.004759564,0.005084427,0.005365857,0.008786913
1.23767E+18,6122,301,4,130,477,6,258.1308118,64.14058777,22.36747,25.12183,25.33522,24.18824,22.60719,0.2714953,0.5439103,0.4624161,0.5292226,0.7048196
1.23767E+18,6122,301,4,130,487,6,258.1450066,64.12841365,19.94451,18.95503,18.7163,18.6278,18.62011,0.042828,0.009053369,0.009421787,0.01073254,0.03644488
1.23767E+18,6122,301,4,130,511,6,258.1562937,64.13942884,20.80011,19.4436,18.95475,18.73639,18.64113,0.07829073,0.01198148,0.010669,0.01133458,0.03729279
1.23767E+18,6122,301,4,130,513,3,258.1522182,64.13856936,22.53928,20.12422,19.44245,19.05527,18.92443,0.5412559,0.02466392,0.02066223,0.02177922,0.08446514
1.23767E+18,6122,301,4,130,621,6,258.180526,64.12595703,22.44036,21.02236,19.50743,18.62336,18.11479,0.2808582,0.03285551,0.01432225,0.01075196,0.02516741
1.23767E+18,6122,301,4,130,1036,6,258.0454086,64.11310569,23.69118,23.1162,21.72423,20.88675,20.70992,0.732307,0.1825207,0.0726261,0.0525938,0.2182982
1.23767E+18,6122,301,4,130,1038,3,258.0450055,64.11651793,22.15508,21.58462,20.8347,20.65117,20.1919,0.2917878,0.06526862,0.04917303,0.06294794,0.1971827
1.23767E+18,6122,301,4,130,1084,3,258.0643548,64.13196971,22.69512,22.41654,21.87376,22.35837,22.39785,0.4301566,0.1230598,0.1051544,0.2411558,0.8912421
1.23767E+18,6122,301,4,130,1107,6,258.0813606,64.12526699,23.20281,22.75048,24.2241,24.83469,23.57331,0.5524999,0.1415065,0.5257359,0.5583545,0.6412937
1.23767E+18,6122,301,4,130,1134,3,258.1008853,64.12815988,21.68496,19.92713,19.18082,18.85896,18.58064,0.2635066,0.02210465,0.01797063,0.01995442,0.07331418
1.23767E+18,6122,301,4,130,1135,3,258.0969259,64.12685762,22.34808,20.54237,19.77369,19.30945,19.16024,0.4095469,0.03216728,0.02467939,0.02457543,0.09673941
1.23767E+18,6122,301,4,130,1136,6,258.096986,64.12811723,23.83903,23.47607,22.42781,22.55099,21.36733,0.8166816,0.2491565,0.131175,0.2140663,0.3738717
1.23767E+18,6122,301,4,130,1168,6,258.1092036,64.13947211,22.46772,21.45643,21.25059,21.09448,20.73141,0.2874762,0.04616011,0.04850048,0.06060431,0.2150961
1.23767E+18,6122,301,4,130,1261,6,258.1583603,64.13091721,24.74123,22.54912,25.00907,24.66081,23.19724,1.049978,0.1168645,0.5683255,0.5717436,0.7372924
1.23767E+18,6122,301,4,130,1262,3,258.163357,64.12756719,21.99399,20.85395,20.14753,20.013,19.89434,0.2844313,0.03934437,0.03038792,0.03903144,0.1665391
1.23767E+18,6122,301,4,130,1267,3,258.1634268,64.1348486,22.34792,21.18217,19.91031,19.45167,18.9506,0.3584729,0.04789468,0.02400839,0.02330974,0.06699029
1.23767E+18,6122,301,4,130,1292,3,258.173791,64.12762752,22.32194,21.50158,20.96578,20.82224,20.53338,0.4334776,0.07861742,0.07056605,0.09532227,0.3439232
1.23767E+18,6122,301,4,130,1297,6,258.1824927,64.1290447,25.34507,21.26192,20.213,19.79967,19.50465,0.825146,0.0394423,0.02246732,0.02212728,0.07517097
1.23767E+18,6122,301,4,130,1300,3,258.1814398,64.13456223,21.93301,21.18362,20.13434,19.69097,19.34075,0.2986456,0.05613756,0.03452624,0.03494974,0.1197024
1.23767E+18,6122,301,4,130,1301,6,258.1792653,64.13393062,24.40291,24.88716,25.05734,22.60896,22.99812,0.983641,0.5341827,0.5115368,0.2113988,0.7084966
1.23767E+18,6122,301,4,130,1304,3,258.193345,64.12584615,26.06869,21.58932,20.0715,19.43065,18.90949,0.8726853,0.08073422,0.03249143,0.02756055,0.07969994
1.23767E+18,6122,301,4,130,1330,3,258.2052931,64.12263833,22.63969,21.01955,20.18668,20.04646,19.61707,0.8536507,0.0718564,0.05471097,0.07032594,0.2236654
1.23767E+18,6122,301,4,130,1498,3,258.0538417,64.11181695,26.31167,24.82794,22.4441,21.57763,21.01715,0.4612026,0.6175428,0.1590107,0.1127495,0.3279578
1.23767E+18,6122,301,4,130,1506,3,258.0607112,64.12684476,23.65593,23.49893,22.75614,22.60912,22.20984,0.7778949,0.2699138,0.1931285,0.2546834,0.7181701
